x1,y1,z1,x2,y2,z2,x3,y3,z3
-1.0,0.274847072067,-0.862347681077,-1.0,0.774847072067,-0.862347681077,-1.0,1.27484707207,-0.862347681077
-1.10159639685,0.270258591152,-0.891978448061,-1.10159639685,0.770258591152,-0.891978448061,-1.10159639685,1.27025859115,-0.891978448061
-0.966896585124,0.274276292725,-0.864581318896,-0.966896585124,0.774276292725,-0.864581318896,-0.966896585124,1.27427629273,-0.864581318896
-1.05583000166,0.269251346826,-0.894595043761,-1.05583000166,0.769251346826,-0.894595043761,-1.05583000166,1.26925134683,-0.894595043761
-0.9330665273,0.272531590917,-0.870000403674,-0.9330665273,0.772531590917,-0.870000403674,-0.9330665273,1.27253159092,-0.870000403674
-1.01005523904,0.267836418129,-0.899033658245,-1.01005523904,0.767836418129,-0.899033658245,-1.01005523904,1.26783641813,-0.899033658245
-0.898685079581,0.269709367814,-0.878018684032,-0.898685079581,0.769709367814,-0.878018684032,-0.898685079581,1.26970936781,-0.878018684032
-0.964441839051,0.265591985015,-0.905028248608,-0.964441839051,0.765591985015,-0.905028248608,-0.964441839051,1.26559198501,-0.905028248608
-0.864140971887,0.265909411256,-0.888041951984,-0.864140971887,0.765909411256,-0.888041951984,-0.864140971887,1.26590941126,-0.888041951984
-0.919017355266,0.262702950303,-0.912388531847,-0.919017355266,0.762702950303,-0.912388531847,-0.919017355266,1.2627029503,-0.912388531847
-0.829026234044,0.26104250842,-0.899677082322,-0.829026234044,0.76104250842,-0.899677082322,-0.829026234044,1.26104250842,-0.899677082322
-0.87359465341,0.259294823519,-0.920870737048,-0.87359465341,0.759294823519,-0.920870737048,-0.87359465341,1.25929482352,-0.920870737048
-0.793600871401,0.255334312606,-0.912420513955,-0.793600871401,0.755334312606,-0.912420513955,-0.793600871401,1.25533431261,-0.912420513955
-0.8283695161,0.255035201977,-0.930176122522,-0.8283695161,0.755035201977,-0.930176122522,-0.8283695161,1.25503520198,-0.930176122522
-0.757877107185,0.248451867278,-0.926015101142,-0.757877107185,0.748451867278,-0.926015101142,-0.757877107185,1.24845186728,-0.926015101142
-0.783205789463,0.250145818046,-0.940026733949,-0.783205789463,0.750145818046,-0.940026733949,-0.783205789463,1.25014581805,-0.940026733949
-0.720531126393,0.244530696957,-0.941699418237,-0.720531126393,0.744530696957,-0.941699418237,-0.720531126393,1.24453069696,-0.941699418237
-0.737494480412,0.246712115968,-0.950936916473,-0.737494480412,0.746712115968,-0.950936916473,-0.737494480412,1.24671211597,-0.950936916473
-0.679956600102,0.248123246267,-0.964342406597,-0.679956600102,0.748123246267,-0.964342406597,-0.679956600102,1.24812324627,-0.964342406597
-0.688851173939,0.249587452841,-0.969598381049,-0.688851173939,0.749587452841,-0.969598381049,-0.688851173939,1.24958745284,-0.969598381049
-0.632742680077,0.250427164736,-1.00240545194,-0.632742680077,0.750427164736,-1.00240545194,-0.632742680077,1.25042716474,-1.00240545194
-0.635222196988,0.251715568851,-1.00594498553,-0.635222196988,0.751715568851,-1.00594498553,-0.635222196988,1.25171556885,-1.00594498553
-0.584515700078,0.249497157497,-1.05128598939,-0.584515700078,0.749497157497,-1.05128598939,-0.584515700078,1.2494971575,-1.05128598939
-0.583023719942,0.249810114913,-1.05496843622,-0.583023719942,0.749810114913,-1.05496843622,-0.583023719942,1.24981011491,-1.05496843622
-0.54476446288,0.243767627447,-1.09435910305,-0.54476446288,0.743767627447,-1.09435910305,-0.54476446288,1.24376762745,-1.09435910305
-0.542490256186,0.24245760741,-1.09859657825,-0.542490256186,0.74245760741,-1.09859657825,-0.542490256186,1.24245760741,-1.09859657825
-0.515566543274,0.233284651257,-1.12869457018,-0.515566543274,0.733284651257,-1.12869457018,-0.515566543274,1.23328465126,-1.12869457018
-0.511581767344,0.229957987663,-1.13255430526,-0.511581767344,0.729957987663,-1.13255430526,-0.511581767344,1.22995798766,-1.13255430526
-0.492467970032,0.211240331514,-1.15706396577,-0.492467970032,0.711240331514,-1.15706396577,-0.492467970032,1.21124033151,-1.15706396577
-0.490096401612,0.205743753427,-1.16385252675,-0.490096401612,0.705743753427,-1.16385252675,-0.490096401612,1.20574375343,-1.16385252675
-0.479586509667,0.184901119076,-1.18741509686,-0.479586509667,0.684901119076,-1.18741509686,-0.479586509667,1.18490111908,-1.18741509686
-0.477878328671,0.176998927692,-1.19516151645,-0.477878328671,0.676998927692,-1.19516151645,-0.477878328671,1.17699892769,-1.19516151645
-0.474217419725,0.156047074806,-1.21678130662,-0.474217419725,0.656047074806,-1.21678130662,-0.474217419725,1.15604707481,-1.21678130662
-0.474000356617,0.146288130205,-1.22558501432,-0.474000356617,0.646288130205,-1.22558501432,-0.474000356617,1.1462881302,-1.22558501432
-0.473814168931,0.125392510485,-1.24486200257,-0.473814168931,0.625392510485,-1.24486200257,-0.473814168931,1.12539251048,-1.24486200257
